1621846684123,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621853883879,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621855683682,369,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621861083670,192,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621862883649,282,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621864683730,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621868283729,2,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621877289747,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621880886063,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621895298062,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621895414506,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621898925883,213,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621902585766,6,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621906104497,179,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621907929944,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621909684388,6,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621925123972,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621941323063,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621953924193,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621957523033,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621959332045,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621973742254,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621975525834,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621980973945,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621984525875,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1621998930426,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622007922768,2657,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622015124262,1,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622016923561,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622024123155,1,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622025922944,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622027723126,2,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622031322812,1899,192.168.2.155,142,-0.0,1,{'datanode4': 1}
1622034925756,0,192.168.2.155,142,-0.0,1,{'datanode4': 1}
