1621862876824,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621864677212,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621866476781,195,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621875483497,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621877281917,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621884495470,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621895297605,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621895414551,74,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621895414626,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621902585755,5,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621906104440,55,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621907883054,1,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621909684387,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621913288307,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621921516103,3168,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621924185575,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621924185575,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621932316065,801,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621944917310,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621957516629,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621959322025,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621970180981,1,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621971948299,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621973742253,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1621980973944,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622006116457,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622007916737,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622020518530,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622022318603,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622024117408,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622027716343,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622038522367,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622042116481,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622043916093,5842,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622049317901,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622068204039,1,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622068204040,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622072733727,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622074526180,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622076337621,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622076883990,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622079940917,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622085331686,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622087118977,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622090718636,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622092518027,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622096983622,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622096983623,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622097917432,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622105116385,1,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622108717081,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622123117279,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622126716416,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622141132056,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622151953755,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622155534012,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
1622159123555,0,192.168.2.154,142,-0.0,1,{'datanode3': 1}
