1621846780341,0,192.168.2.192,243,1.0,2,{'connectivity-check.ubuntu.com': 1, 'ubuntu.com': 1}
1621846780342,0,192.168.2.192,243,1.0,2,{'connectivity-check.ubuntu.com': 1, 'ubuntu.com': 1}
1621847080150,0,192.168.2.192,243,1.0,2,{'connectivity-check.ubuntu.com': 1, 'ubuntu.com': 1}
1621847172898,0,192.168.2.192,282,1.0,2,{'firefox.settings.services.mozilla.com': 1, 'settings.services.mozilla.com': 1}
1621847172899,0,192.168.2.192,298,1.0,2,{'content-signature-2.cdn.mozilla.net': 1, 'd2nxq2uap88usk.cloudfront.net': 1}
1621847172899,0,192.168.2.192,458,1.0,2,{'content-signature-2.cdn.mozilla.net': 1, 'd2nxq2uap88usk.cloudfront.net': 1}
1621847354333,0,192.168.2.192,303,1.0,2,{'prod.data-ingestion.prod.dataops.mozgcp.net': 1, 'data-ingestion.prod.dataops.mozgcp.net': 1}
1621847359244,0,192.168.2.192,180,-0.0,1,{'adservice.google.com': 1}
1621847359244,1,192.168.2.192,194,-0.0,1,{'partnerad.l.doubleclick.net': 1}
1621847359244,1,192.168.2.192,224,1.0,2,{'adservice.google.co.in': 1, 'pagead46.l.doubleclick.net': 1}
1621847359244,1,192.168.2.192,238,1.0,2,{'partnerad.l.doubleclick.net': 1, 'l.doubleclick.net': 1}
1621847359248,1136,192.168.2.192,198,-0.0,1,{'pagead2.googlesyndication.com': 1}
1621847359249,1136,192.168.2.192,210,-0.0,1,{'pagead2.googlesyndication.com': 1}
1621847360386,2,192.168.2.192,311,1.0,2,{'fc68b97b391f82bf6f6f7f64d6d109f3.safeframe.googlesyndication.com': 1, 'pagead-googlehosted.l.google.com': 1}
1621847360386,2,192.168.2.192,323,1.0,2,{'fc68b97b391f82bf6f6f7f64d6d109f3.safeframe.googlesyndication.com': 1, 'pagead-googlehosted.l.google.com': 1}
1621847360387,0,192.168.2.192,236,-0.0,1,{'codefather.tech': 1}
1621847360388,2,192.168.2.192,202,-0.0,1,{'tpc.googlesyndication.com': 1}
1621847360389,0,192.168.2.192,182,-0.0,1,{'www.gstatic.com': 1}
1621847360394,0,192.168.2.192,206,-0.0,1,{'googleads.g.doubleclick.net': 1}
1621847380169,0,192.168.2.192,243,1.0,2,{'connectivity-check.ubuntu.com': 1, 'ubuntu.com': 1}
1621847380169,0,192.168.2.192,243,1.0,2,{'connectivity-check.ubuntu.com': 1, 'ubuntu.com': 1}
1621847386665,1,192.168.2.192,229,1.0,2,{'ib.sin1.geoadnxs.com': 1, 'geoadnxs.com': 1}
1621847386665,1,192.168.2.192,292,-0.0,1,{'ib.sin1.geoadnxs.com': 1}
1621847386666,1,192.168.2.192,170,-0.0,1,{'prebid.a-mo.net': 1}
1621847386666,1,192.168.2.192,209,1.0,2,{'tag.1rx.io': 1, '1rx.io': 1}
1621847386666,1,192.168.2.192,263,1.0,2,{'targeting.unrulymedia.com': 1, '1rx.io': 1}
1621847386666,1,192.168.2.192,348,1.584962500721156,3,{'ads.adaptv.advertising.com': 1, 'control-geo.adap.tv': 1, 'ap-southeast-1.elb.amazonaws.com': 1}
1621847386666,1,192.168.2.192,394,1.584962500721156,3,{'ads.adaptv.advertising.com': 1, 'control-geo.adap.tv': 1, 'ads-816899299.ap-southeast-1.elb.amazonaws.com': 1}
1621847386667,0,192.168.2.192,247,1.0,2,{'sjc-bid-bgp.contextweb.com': 1, 'contextweb.com': 1}
1621847418650,1,192.168.2.192,209,1.0,2,{'tag.1rx.io': 1, '1rx.io': 1}
1621847418651,0,192.168.2.192,247,1.0,2,{'sjc-bid-bgp.contextweb.com': 1, 'contextweb.com': 1}
