1621850112554,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621864512378,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621868117993,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621873517675,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621877114979,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621884315766,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621886139813,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621898722292,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621905922205,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621918145473,0,192.168.2.198,451,1.0,2,{'0.debian.pool.ntp.org': 1, 'pool.ntp.org': 1}
1621918152517,0,192.168.2.198,451,-0.0,1,{'3.debian.pool.ntp.org': 1}
1621921699233,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621925298514,601,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621926244873,1,192.168.2.198,451,1.0,2,{'0.debian.pool.ntp.org': 1, 'pool.ntp.org': 1}
1621926246627,0,192.168.2.198,451,1.0,2,{'1.debian.pool.ntp.org': 1, 'pool.ntp.org': 1}
1621926248069,0,192.168.2.198,451,1.0,2,{'3.debian.pool.ntp.org': 1, 'pool.ntp.org': 1}
1621926248971,1,192.168.2.198,451,-0.0,1,{'0.debian.pool.ntp.org': 1}
1621926251150,0,192.168.2.198,451,1.0,2,{'3.debian.pool.ntp.org': 1, 'pool.ntp.org': 1}
1621936098876,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621945099239,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621952300036,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621954101436,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621963110128,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621968499999,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621972113285,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621982927478,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621986516637,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
1621990111671,0,192.168.2.198,211,-0.0,1,{'VEHERE': 1}
