192.168.2.187,[11.064566929133857, 16.099212598425208, 2.871072800456212, 175.62642584487529]
192.168.2.135,[3.4136870434448263, 3.5376778162245373, 1.513430717422267, 118.41365686184142]
192.168.2.57,[1.8858098423315797, 3.4710941232680397, 0.41722694324446047, 468.6138889186977]
192.168.2.140,[5.0, 5.0, 2.321928094887362, 477.8]
192.168.2.172,[2.436358279316438, 2.436358279316438, 1.0553213308, 149.67793048551079]
192.168.2.5,[2.0, 2.0, 1.0, 151.0]
192.168.2.176,[4.560999039385204, 5.827089337175783, 1.780176402977154, 105.88888785184646]
192.168.10.28,[3.0, 3.0, 1.584962500721156, 568.0]
192.168.2.210,[3.4703999999999993, 4.153599999999997, 1.3467681037514798, 119.22077524049908]
192.168.2.216,[30.77777777777778, 41.44444444444444, 4.456467699861599, 179.08125729866777]
192.168.2.228,[4.103508771929824, 4.889473684210529, 1.5876111817553793, 105.60751018414621]
192.168.10.27,[3.0, 3.0, 1.584962500721156, 568.0]
192.168.2.223,[2.0, 2.0, 1.0, 110.0]
192.168.2.211,[10.111111111111114, 12.194444444444441, 1.6908231186803444, 144.6664291819692]
192.168.2.164,[1.576546130449475, 1.576546130449475, 0.52527124015224, 189.56267410258636]
192.168.2.98,[1.7309458218549132, 1.7327823691460056, 0.6370607615359938, 181.46292798110997]
192.168.2.207,[15.090909090909092, 19.954545454545457, 2.738335243147749, 163.8466171091612]
192.168.2.206,[8.714285714285714, 18.142857142857142, 2.1902118604364333, 106.10299367974139]
192.168.2.194,[1.7978436657681929, 1.9595687331536384, 0.5815296612934051, 213.59581722456994]
192.168.2.105,[3.6240875912408774, 3.788321167883215, 1.223604067825969, 152.10438915387795]
192.168.2.136,[2.8241398143091176, 2.8241398143091176, 1.3151772715003192, 122.72017370436281]
192.168.10.23,[3.0, 3.0, 1.584962500721156, 510.0]
192.168.2.224,[9.272727272727277, 12.236363636363633, 2.019307964663855, 140.48183497178368]
192.168.2.221,[3.1, 3.1, 1.4398743691938192, 1255.1833333333332]
192.168.2.218,[8.96, 10.64, 1.9422345129875536, 161.71623249299725]
192.168.2.101,[1.887955182072829, 1.8907563025210083, 0.8463752836053231, 135.83047385620898]
192.168.2.51,[4.2617647058823405, 5.789075630252102, 1.4329281639887457, 202.43349028825605]
192.168.2.180,[3.707906976744198, 3.920000000000012, 1.3969354487344428, 118.33384153842675]
192.168.2.126,[3.545036999234496, 4.4062260780811355, 1.3822919007987469, 208.6923117970043]
192.168.2.199,[1.6407035175879396, 1.8241206030150743, 0.3884932426056226, 592.0188322277805]
192.168.2.232,[1.0, 1.0, 0.0, 364.8888888888889]
192.168.2.137,[21.206521739130434, 21.260869565217387, 3.4955322624237697, 809.4870992897959]
192.168.2.205,[10.500000000000002, 16.166666666666668, 1.5672013246313865, 148.52422453833407]
192.168.2.92,[55.5, 96.5, 4.646816795832456, 108.59976597476599]
192.168.2.197,[1.340632603406326, 1.35279805352798, 0.3378019261997786, 280.81359826980236]
192.168.2.99,[1.9010238907849846, 1.9569112627986402, 0.5416772105299678, 229.6006362104602]
192.168.2.37,[1.0, 1.0, 0.0, 200.0]
192.168.2.155,[1.0, 1.0, 0.0, 142.391089108911]
192.168.2.201,[1.8188976377952764, 1.984251968503938, 0.5668417933312917, 283.7054008480635]
192.168.2.200,[1.0995260663507098, 1.0995260663507098, 0.09952606635071092, 223.6872037914692]
192.168.2.118,[1.3958641063515516, 2.3579517479074346, 0.3035937476037728, 236.4108483437128]
192.168.2.147,[3.0, 3.0, 1.584962500721156, 357.3333333333333]
192.168.2.134,[1.3439412484700128, 1.3451652386780923, 0.3132075848081614, 233.705446756426]
192.168.2.63,[1.323529411764706, 1.3529411764705883, 0.252498897080034, 452.77941176470586]
