[5, 13, 2.2577560641285177, 244.6153846153846]
[3, 11, 1.5726236638951638, 279.8181818181818]
[4, 20, 1.8464393446710154, 251.1]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 2, -0.0, 243.0]
[4, 14, 1.8423709931771088, 248.78571428571428]
[3, 17, 1.5798634010685344, 247.76470588235293]
[3, 16, 1.5, 212.625]
[4, 20, 1.9709505944546686, 234.9]
[4, 14, 1.8423709931771088, 243.0]
[2, 7, 0.9852281360342515, 254.57142857142858]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 132.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 324.0]
[4, 10, 1.8464393446710154, 259.2]
[3, 12, 1.584962500721156, 243.0]
[3, 17, 1.522189872165821, 276.3529411764706]
[3, 13, 1.4604846813131114, 249.23076923076923]
[2, 5, 0.7219280948873623, 226.8]
[1, 1, -0.0, 162.0]
[4, 11, 1.9362600275315274, 250.36363636363637]
[4, 11, 1.9362600275315274, 243.0]
[2, 4, 1.0, 283.5]
[1, 1, -0.0, 243.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 243.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 243.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 324.0]
[4, 9, 1.8365916681089791, 270.0]
[3, 15, 1.456564762130954, 237.6]
[4, 9, 1.8365916681089791, 234.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 243.0]
[4, 13, 1.8262452584026092, 261.6923076923077]
[4, 16, 2.0, 227.8125]
[4, 8, 1.75, 263.25]
[4, 14, 1.7884504573082896, 225.64285714285714]
[4, 10, 1.5709505944546684, 202.5]
[2, 4, 0.8112781244591328, 162.0]
[2, 7, 0.9852281360342515, 173.57142857142858]
[4, 11, 1.9362600275315274, 213.54545454545453]
[3, 4, 1.5, 162.0]
[3, 13, 1.5262349099495225, 174.46153846153845]
[3, 9, 1.5304930567574826, 207.0]
[3, 11, 1.4949188482339508, 191.45454545454547]
[1, 2, -0.0, 202.5]
[2, 3, 0.9182958340544896, 162.0]
[1, 2, -0.0, 162.0]
[3, 6, 1.4591479170272446, 189.0]
[2, 8, 1.0, 182.25]
[3, 7, 1.3787834934861756, 185.14285714285714]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 324.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 324.0]
[3, 6, 1.4591479170272446, 162.0]
[4, 8, 2.0, 162.0]
[3, 7, 1.556656707462823, 162.0]
[1, 2, -0.0, 243.0]
[2, 5, 0.7219280948873623, 194.4]
[3, 7, 1.556656707462823, 185.14285714285714]
[2, 5, 0.9709505944546686, 194.4]
[4, 7, 1.6644977792004614, 185.14285714285714]
[2, 3, 0.9182958340544896, 162.0]
[3, 5, 1.3709505944546687, 194.4]
[1, 1, -0.0, 162.0]
[2, 4, 1.0, 162.0]
[2, 7, 0.9852281360342515, 185.14285714285714]
[2, 5, 0.9709505944546686, 162.0]
[4, 10, 1.8464393446710154, 162.0]
[3, 8, 1.5, 202.5]
[3, 5, 1.5219280948873621, 194.4]
[3, 6, 1.584962500721156, 189.0]
[4, 9, 1.8365916681089791, 180.0]
[3, 8, 1.5, 182.25]
[1, 2, -0.0, 162.0]
[3, 9, 1.5304930567574826, 162.0]
[2, 5, 0.9709505944546686, 162.0]
[1, 2, -0.0, 162.0]
[1, 2, -0.0, 162.0]
[1, 4, -0.0, 243.0]
[1, 2, -0.0, 162.0]
[1, 4, -0.0, 202.5]
[4, 10, 1.9709505944546686, 178.2]
[2, 4, 1.0, 162.0]
[3, 9, 1.3921472236645345, 198.0]
[1, 2, -0.0, 162.0]
[2, 4, 0.8112781244591328, 162.0]
[2, 5, 0.7219280948873623, 162.0]
[1, 2, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 1, -0.0, 162.0]
[1, 3, -0.0, 162.0]
[3, 6, 1.584962500721156, 162.0]
[4, 9, 1.8365916681089791, 180.0]
[2, 4, 1.0, 202.5]
[2, 4, 1.0, 243.0]
[2, 2, 1.0, 162.0]
[1, 1, -0.0, 162.0]
[3, 4, 1.5, 162.0]
[2, 2, 1.0, 162.0]
[3, 8, 1.5, 162.0]
[1, 1, -0.0, 162.0]
[2, 3, 0.9182958340544896, 162.0]
[2, 3, 0.9182958340544896, 162.0]
[1, 1, -0.0, 162.0]
[3, 8, 1.2987949406953985, 202.5]
[3, 6, 1.4591479170272446, 162.0]
[1, 1, -0.0, 162.0]
[1, 4, -0.0, 202.5]
[3, 6, 1.4591479170272446, 162.0]
[2, 3, 0.9182958340544896, 162.0]
[1, 2, -0.0, 162.0]
[2, 6, 0.9182958340544896, 216.0]
[2, 6, 0.9182958340544896, 162.0]
[3, 7, 1.3787834934861756, 231.42857142857142]
[1, 2, -0.0, 162.0]
[2, 4, 1.0, 202.5]
[4, 6, 1.9182958340544893, 162.0]
